Name;GSM3711329_WT1_NT;GSM3711330_WT2_NT;GSM3711331_WT3_NT;GSM3711332_WT1_Dox;GSM3711334_WT3_Dox;GSM3711335_LOF8_NT;GSM3711336_LOF11_NT;GSM3711337_LOF15_NT;GSM3711338_LOF8_Dox;GSM3711339_LOF11_Dox;GSM3711340_LOF15_Dox;GSM3711333_WT2_Dox;
Tbrg1;5118;4427;6020;4493;4426;5118;4427;6020;4493;4426;5118;4427;6020
Panx3;0;0;2;1;0;0;0;2;1;0;0;0;2
Olfr160;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr151;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr874;0;0;2;1;0;0;0;2;1;0;0;0;2
Olfr875;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr876;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr877;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr145;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr878;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr881;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr883;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr884;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr885;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr887;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr888;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr889;23;6;27;24;17;23;6;27;24;17;23;6;27
Olfr890;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr891;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr892-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr893;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr894;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr143;0;3;5;3;0;0;3;5;3;0;0;3;5
Olfr895;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr896-ps1;3;0;1;0;0;3;0;1;0;0;3;0;1
Olfr897-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr25;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr898;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr250;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr251;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr147;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr901;0;0;2;0;0;0;0;2;0;0;0;0;2
Olfr902;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr904;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr905;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr906;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr907;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr908;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr911-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr910;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr912;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr913;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr914;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr915;0;1;0;1;0;0;1;0;1;0;0;1;0
AC069561.4;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr916;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr917;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr918;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr919;0;0;0;0;0;0;0;0;0;0;0;0;0
Vwa5a;753;397;1229;1150;450;753;397;1229;1150;450;753;397;1229
Olfr920;0;0;0;1;0;0;0;0;1;0;0;0;0
Olfr921;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr922;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr923;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr924;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr26;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr926;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr930;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr933;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr934;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr935;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr146;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr936;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr937;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr938;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr27;0;0;0;0;1;0;0;0;0;1;0;0;0
Olfr943;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr944;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr1537;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr945;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr947-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr948;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr949-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr951;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr952;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr954;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr955;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr44;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr957;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr958;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr959;0;0;0;0;0;0;0;0;0;0;0;0;0
AW551984;116;137;187;65;104;116;137;187;65;104;116;137;187
Olfr148;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr960;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr961;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr963;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr964-ps1;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr149;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr965;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr150;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr967;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr968;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr969;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr970;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr971;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr972;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr229;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr974;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr975;0;7;2;2;3;0;7;2;2;3;0;7;2
Olfr976;3;1;1;2;17;3;1;1;2;17;3;1;1
Olfr977-ps1;0;6;3;3;0;0;6;3;3;0;0;6;3
Olfr978;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr979;0;3;1;0;1;0;3;1;0;1;0;3;1
Olfr980;0;3;0;0;8;0;3;0;0;8;0;3;0
Olfr981;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr982;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr983;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr984;5;2;6;5;1;5;2;6;5;1;5;2;6
Olfr985;40;72;68;28;103;40;72;68;28;103;40;72;68
Tmem225;0;0;0;0;0;0;0;0;0;0;0;0;0
Olfr986;0;1;2;1;0;0;1;2;1;0;0;1;2
Zfp202;45;37;119;93;59;45;37;119;93;59;45;37;119
Scn3b;35;24;85;440;314;35;24;85;440;314;35;24;85
AC135353.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gramd1b;1059;739;1201;2112;1583;1059;739;1201;2112;1583;1059;739;1201
AC132474.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm21915;1;0;0;0;0;1;0;0;0;0;1;0;0
Clmp;668;719;1427;1311;1431;668;719;1427;1311;1431;668;719;1427
Hspa8;153470;209742;353436;196637;212792;153470;209742;353436;196637;212792;153470;209742;353436
AC158355.1;0;0;0;0;1;0;0;0;0;1;0;0;0
Bsx;1;1;2;0;5;1;1;2;0;5;1;1;2
Jhy;1;1;5;2;1;1;1;5;2;1;1;1;5
Crtam;0;0;1;0;0;0;0;1;0;0;0;0;1
Ubash3b;62;53;116;147;49;62;53;116;147;49;62;53;116
AC156031.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC156031.2;0;0;0;0;0;0;0;0;0;0;0;0;0
CT025619.3;0;0;0;0;0;0;0;0;0;0;0;0;0
CT025619.2;0;0;0;0;0;0;0;0;0;0;0;0;0
CT009721.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Sorl1;1469;645;1274;3031;1116;1469;645;1274;3031;1116;1469;645;1274
Sc5d;927;1117;1690;696;793;927;1117;1690;696;793;927;1117;1690
Tecta;1;0;7;2;0;1;0;7;2;0;1;0;7
Tbcel;827;1072;1947;858;1527;827;1072;1947;858;1527;827;1072;1947
Grik4;9;25;34;13;12;9;25;34;13;12;9;25;34
Arhgef12;1893;1663;2920;2516;2631;1893;1663;2920;2516;2631;1893;1663;2920
Tmem136;273;227;391;526;385;273;227;391;526;385;273;227;391
Pou2f3;143;65;156;259;279;143;65;156;259;279;143;65;156
Oaf;4;23;59;25;32;4;23;59;25;32;4;23;59
Trim29;4;4;10;15;11;4;4;10;15;11;4;4;10
AC162938.1;0;0;0;3;1;0;0;0;3;1;0;0;0
Nectin1;622;1704;2809;580;1342;622;1704;2809;580;1342;622;1704;2809
AC126459.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Thy1;434;256;543;350;207;434;256;543;350;207;434;256;543
Rnf26_1;5;10;18;26;13;5;10;18;26;13;5;10;18
Usp2;460;238;409;466;378;460;238;409;466;378;460;238;409
Rnf26_2;0;4;0;0;0;0;4;0;0;0;0;4;0
Mfrp;0;0;0;1;0;0;0;0;1;0;0;0;0
C1qtnf5;0;0;1;0;0;0;0;1;0;0;0;0;1
AC148328.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Mcam;3194;4466;9298;14828;19334;3194;4466;9298;14828;19334;3194;4466;9298
Cbl;4593;4398;9244;4872;7564;4593;4398;9244;4872;7564;4593;4398;9244
5830462O15Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Ccdc153;1;0;0;0;6;1;0;0;0;6;1;0;0
Pdzd3;16;11;14;23;18;16;11;14;23;18;16;11;14
Nlrx1;241;183;200;323;272;241;183;200;323;272;241;183;200
Gm10686;2;4;0;2;0;2;4;0;2;0;2;4;0
Abcg4;3;13;37;3;20;3;13;37;3;20;3;13;37
Hinfp;943;1289;1685;994;1369;943;1289;1685;994;1369;943;1289;1685
C2cd2l;228;212;274;265;361;228;212;274;265;361;228;212;274
Dpagt1;462;596;1022;564;814;462;596;1022;564;814;462;596;1022
H2afx;3590;1085;3050;3003;2724;3590;1085;3050;3003;2724;3590;1085;3050
Hmbs;1821;1704;2913;1722;2388;1821;1704;2913;1722;2388;1821;1704;2913
Vps11;1542;1812;3278;1921;3419;1542;1812;3278;1921;3419;1542;1812;3278
9430081H08Rik;24;13;24;15;11;24;13;24;15;11;24;13;24
Hyou1;5506;8238;14022;5677;8874;5506;8238;14022;5677;8874;5506;8238;14022
Slc37a4;458;370;528;435;546;458;370;528;435;546;458;370;528
Trappc4;1549;1625;2714;1592;2215;1549;1625;2714;1592;2215;1549;1625;2714
Rps25;24456;24907;41390;26771;30996;24456;24907;41390;26771;30996;24456;24907;41390
Ccdc84;222;400;725;420;502;222;400;725;420;502;222;400;725
Foxr1;108;58;74;87;42;108;58;74;87;42;108;58;74
Upk2;35;20;61;22;33;35;20;61;22;33;35;20;61
AC122428.3;3;0;1;0;0;3;0;1;0;0;3;0;1
Bcl9l;282;279;790;226;475;282;279;790;226;475;282;279;790
Cxcr5;0;1;0;3;2;0;1;0;3;2;0;1;0
Ddx6;9105;9859;18237;10196;12212;9105;9859;18237;10196;12212;9105;9859;18237
E030022I16Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
AC151971.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Treh;0;0;0;0;0;0;0;0;0;0;0;0;0
Phldb1;572;809;1282;550;1004;572;809;1282;550;1004;572;809;1282
AC151971.4;0;0;0;0;0;0;0;0;0;0;0;0;0
Arcn1;14172;11508;18299;19904;18853;14172;11508;18299;19904;18853;14172;11508;18299
AC142113.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Ift46;2925;1749;3004;5384;4634;2925;1749;3004;5384;4634;2925;1749;3004
Tmem25;48;36;75;94;60;48;36;75;94;60;48;36;75
Ttc36;0;0;2;0;2;0;0;2;0;2;0;0;2
Kmt2a;2485;1923;4027;2756;4199;2485;1923;4027;2756;4199;2485;1923;4027
AC061963.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Atp5l;4328;4496;7589;4688;5360;4328;4496;7589;4688;5360;4328;4496;7589
Ube4a;1438;2009;3426;2119;2627;1438;2009;3426;2119;2627;1438;2009;3426
Cd3g;0;0;0;6;0;0;0;0;6;0;0;0;0
Cd3d;0;0;2;0;0;0;0;2;0;0;0;0;2
Cd3e;30;21;52;38;41;30;21;52;38;41;30;21;52
AC122305.4;0;0;0;0;0;0;0;0;0;0;0;0;0
Mpzl2;1336;1104;1269;1584;1956;1336;1104;1269;1584;1956;1336;1104;1269
AC122305.1;5;7;10;4;0;5;7;10;4;0;5;7;10
Mpzl3;140;107;167;217;141;140;107;167;217;141;140;107;167
Jaml;2;0;0;1;0;2;0;0;1;0;2;0;0
AC122305.2;0;0;0;0;0;0;0;0;0;0;0;0;0
Scn2b;25;20;11;56;54;25;20;11;56;54;25;20;11
Scn4b;5;8;5;59;20;5;8;5;59;20;5;8;5
Tmprss4;3;0;0;2;0;3;0;0;2;0;3;0;0
BC049352;0;0;0;0;0;0;0;0;0;0;0;0;0
Il10ra;0;4;7;2;2;0;4;7;2;2;0;4;7
Tmprss13;14;13;45;15;11;14;13;45;15;11;14;13;45
Fxyd6;222;317;461;275;266;222;317;461;275;266;222;317;461
Fxyd2;0;2;4;6;6;0;2;4;6;6;0;2;4
AC162176.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Dscaml1;23;27;121;115;150;23;27;121;115;150;23;27;121
Cep164;1217;1847;3196;1268;2005;1217;1847;3196;1268;2005;1217;1847;3196
2610028D06Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Bace1;617;510;891;555;386;617;510;891;555;386;617;510;891
AC126804.1;170;153;219;140;220;170;153;219;140;220;170;153;219
Rnf214;735;792;1056;741;848;735;792;1056;741;848;735;792;1056
Pcsk7;447;783;1178;645;877;447;783;1178;645;877;447;783;1178
Tagln;180;343;1804;459;253;180;343;1804;459;253;180;343;1804
Sidt2;1226;1450;2583;1736;2085;1226;1450;2583;1736;2085;1226;1450;2583
Pafah1b2;2848;2641;4897;2585;2850;2848;2641;4897;2585;2850;2848;2641;4897
Sik3;1411;1420;2769;2082;2199;1411;1420;2769;2082;2199;1411;1420;2769
Apoa1;7;51;7;5;0;7;51;7;5;0;7;51;7
Apoc3;0;0;0;0;0;0;0;0;0;0;0;0;0
AC116503.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Apoa4;0;0;0;0;0;0;0;0;0;0;0;0;0
Apoa5;0;0;2;0;0;0;0;2;0;0;0;0;2
Zpr1;3062;3537;6624;2721;3679;3062;3537;6624;2721;3679;3062;3537;6624
Bud13;1249;1694;2887;1363;1997;1249;1694;2887;1363;1997;1249;1694;2887
4931429L15Rik;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm4791;1;0;1;0;0;1;0;1;0;0;1;0;1
AC121870.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC121870.1;0;2;0;3;0;0;2;0;3;0;0;2;0
Cadm1;1452;1733;3490;1580;2293;1452;1733;3490;1580;2293;1452;1733;3490
AC122426.1;0;0;0;0;0;0;0;0;0;0;0;0;0
AC122426.2;0;0;0;0;0;0;0;0;0;0;0;0;0
AC183268.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Nxpe4;84;89;165;104;111;84;89;165;104;111;84;89;165
Nxpe2;0;0;0;6;9;0;0;0;6;9;0;0;0
Rexo2;1454;1864;3383;1722;2274;1454;1864;3383;1722;2274;1454;1864;3383
Rbm7;1816;1941;3420;1875;2317;1816;1941;3420;1875;2317;1816;1941;3420
Gm5617;47;24;48;22;24;47;24;48;22;24;47;24;48
Nnmt;12;11;0;6;0;12;11;0;6;0;12;11;0
Zbtb16;9;4;29;64;127;9;4;29;64;127;9;4;29
Htr3a;16;31;67;11;18;16;31;67;11;18;16;31;67
Htr3b;0;0;0;1;0;0;0;0;1;0;0;0;0
Usp28;14676;12712;17725;10078;15488;14676;12712;17725;10078;15488;14676;12712;17725
Zw10;2024;2468;4316;2379;2724;2024;2468;4316;2379;2724;2024;2468;4316
Tmprss5;39;19;20;98;12;39;19;20;98;12;39;19;20
Gm4894;0;0;0;0;0;0;0;0;0;0;0;0;0
Drd2;5;13;21;0;6;5;13;21;0;6;5;13;21
Ankk1;0;0;0;6;6;0;0;0;6;6;0;0;0
Ttc12;186;203;288;196;247;186;203;288;196;247;186;203;288
Ncam1;175;215;245;221;397;175;215;245;221;397;175;215;245
Rpl10-ps3;143;60;165;70;61;143;60;165;70;61;143;60;165
Plet1;708;141;216;1371;452;708;141;216;1371;452;708;141;216
Pts;354;332;624;545;441;354;332;624;545;441;354;332;624
Bco2;4;2;5;6;6;4;2;5;6;6;4;2;5
Il18;4;3;12;6;5;4;3;12;6;5;4;3;12
Tex12;17;4;7;20;7;17;4;7;20;7;17;4;7
Sdhd;4402;6208;10250;4564;6167;4402;6208;10250;4564;6167;4402;6208;10250
Timm8b;863;997;1674;852;1131;863;997;1674;852;1131;863;997;1674
AU019823;1119;1683;2754;1326;1510;1119;1683;2754;1326;1510;1119;1683;2754
Pih1d2;84;66;145;104;62;84;66;145;104;62;84;66;145
Dlat;2887;3180;5033;2519;3059;2887;3180;5033;2519;3059;2887;3180;5033
Dixdc1;182;93;153;262;149;182;93;153;262;149;182;93;153
2310030G06Rik;293;97;194;332;145;293;97;194;332;145;293;97;194
Hspb2;9;5;4;19;11;9;5;4;19;11;9;5;4
Cryab;34;17;14;192;48;34;17;14;192;48;34;17;14
1110032A03Rik;98;69;125;158;125;98;69;125;158;125;98;69;125
Fdxacb1;340;479;746;411;526;340;479;746;411;526;340;479;746
Alg9;868;843;1278;743;829;868;843;1278;743;829;868;843;1278
Ppp2r1b;4102;5683;9485;3938;5425;4102;5683;9485;3938;5425;4102;5683;9485
Sik2;476;600;1039;558;776;476;600;1039;558;776;476;600;1039
Layn;31;22;50;32;29;31;22;50;32;29;31;22;50
Btg4;0;1;0;3;2;0;1;0;3;2;0;1;0
4833427G06Rik;3;0;14;0;15;3;0;14;0;15;3;0;14
Gm32742;0;2;0;0;0;0;2;0;0;0;0;2;0
Pou2af1;0;0;0;0;0;0;0;0;0;0;0;0;0
Colca2;10;5;6;23;10;10;5;6;23;10;10;5;6
1810046K07Rik;0;0;3;1;1;0;0;3;1;1;0;0;3
Arhgap20;23;17;30;20;39;23;17;30;20;39;23;17;30
Fdx1;263;245;378;297;248;263;245;378;297;248;263;245;378
Rdx;7360;7558;11449;6440;5526;7360;7558;11449;6440;5526;7360;7558;11449
Zc3h12c;168;171;301;182;153;168;171;301;182;153;168;171;301
AI593442;2;0;1;0;0;2;0;1;0;0;2;0;1
Ddx10;5114;5035;7784;3831;4577;5114;5035;7784;3831;4577;5114;5035;7784
Exph5;5;13;10;8;7;5;13;10;8;7;5;13;10
Kdelc2;191;259;435;121;150;191;259;435;121;150;191;259;435
4930550C14Rik;27;25;49;47;43;27;25;49;47;43;27;25;49
Atm;2119;2809;4735;2142;3653;2119;2809;4735;2142;3653;2119;2809;4735
Npat;2366;2995;4077;2108;2906;2366;2995;4077;2108;2906;2366;2995;4077
Acat1;519;480;823;437;586;519;480;823;437;586;519;480;823
Cul5;2920;3532;5842;3294;3662;2920;3532;5842;3294;3662;2920;3532;5842
Rab39;164;65;91;121;121;164;65;91;121;121;164;65;91
Slc35f2;3285;3985;6149;3018;4400;3285;3985;6149;3018;4400;3285;3985;6149
Sln;0;0;0;0;0;0;0;0;0;0;0;0;0
Elmod1;1;0;1;2;0;1;0;1;2;0;1;0;1
Tnfaip8l3;6;7;16;5;14;6;7;16;5;14;6;7;16
Cyp19a1;1;0;4;0;1;1;0;4;0;1;1;0;4
Gldn;1;0;1;0;0;1;0;1;0;0;1;0;1
Dmxl2;953;579;1133;916;968;953;579;1133;916;968;953;579;1133
Sh2d7;1;0;0;0;0;1;0;0;0;0;1;0;0
Cib2;73;32;62;50;15;73;32;62;50;15;73;32;62
Idh3a;5501;4858;7616;4261;3989;5501;4858;7616;4261;3989;5501;4858;7616
Acsbg1;16;44;112;6;8;16;44;112;6;8;16;44;112
Dnaja4;57;43;132;66;66;57;43;132;66;66;57;43;132
Wdr61;2960;2684;4643;3583;3333;2960;2684;4643;3583;3333;2960;2684;4643
Crabp1;213;167;386;318;217;213;167;386;318;217;213;167;386
Ireb2;8806;7639;12741;8572;8542;8806;7639;12741;8572;8542;8806;7639;12741
Hykk;161;147;240;135;160;161;147;240;135;160;161;147;240
AY074887;2;0;2;2;5;2;0;2;2;5;2;0;2
Psma4;7214;7222;12074;6824;7208;7214;7222;12074;6824;7208;7214;7222;12074
Chrna5;17;41;64;38;24;17;41;64;38;24;17;41;64
Chrna3;0;1;1;0;0;0;1;1;0;0;0;1;1
Chrnb4;22;10;75;119;82;22;10;75;119;82;22;10;75
Ube2q2;1805;1651;2791;1783;1515;1805;1651;2791;1783;1515;1805;1651;2791
Fbxo22;4695;5840;8995;6157;8183;4695;5840;8995;6157;8183;4695;5840;8995
Nrg4;65;71;78;67;34;65;71;78;67;34;65;71;78
Tmem266;32;73;122;18;22;32;73;122;18;22;32;73;122
Etfa;2127;2403;3881;2329;2441;2127;2403;3881;2329;2441;2127;2403;3881
Isl2;1;5;3;1;3;1;5;3;1;3;1;5;3
Scaper;520;416;542;526;511;520;416;542;526;511;520;416;542
4930563M21Rik;2;0;0;0;0;2;0;0;0;0;2;0;0
Rcn2;1042;1081;1682;630;467;1042;1081;1682;630;467;1042;1081;1682
Pstpip1;177;142;330;149;103;177;142;330;149;103;177;142;330
Tspan3;1949;2011;3495;1580;1620;1949;2011;3495;1580;1620;1949;2011;3495
Peak1;16024;16653;16099;18450;15274;16024;16653;16099;18450;15274;16024;16653;16099
Gm37842;0;0;0;0;0;0;0;0;0;0;0;0;0
Gm36940;0;0;0;0;0;0;0;0;0;0;0;0;0
Hmg20a;1052;1196;2041;960;1220;1052;1196;2041;960;1220;1052;1196;2041
AC159819.3;0;1;2;2;0;0;1;2;2;0;0;1;2
Lingo1;14;24;28;7;11;14;24;28;7;11;14;24;28
Odf3l1;0;0;0;0;1;0;0;0;0;1;0;0;0
Cspg4;6;5;24;5;7;6;5;24;5;7;6;5;24
Snx33;92;65;121;76;69;92;65;121;76;69;92;65;121
Imp3;1472;963;1866;956;1194;1472;963;1866;956;1194;1472;963;1866
Snupn;787;595;901;807;734;787;595;901;807;734;787;595;901
Ptpn9;394;407;895;335;277;394;407;895;335;277;394;407;895
Sin3a;9188;8408;13030;7441;9762;9188;8408;13030;7441;9762;9188;8408;13030
Man2c1;1015;1415;2412;1654;2185;1015;1415;2412;1654;2185;1015;1415;2412
Neil1;293;193;507;387;424;293;193;507;387;424;293;193;507
Commd4;996;1420;2259;1079;2158;996;1420;2259;1079;2158;996;1420;2259
Trcg1;0;0;0;0;0;0;0;0;0;0;0;0;0
1700017B05Rik;1343;1686;3234;1116;1832;1343;1686;3234;1116;1832;1343;1686;3234
Ppcdc;608;853;1557;1265;1227;608;853;1557;1265;1227;608;853;1557
Scamp5;1758;2244;3796;1835;2744;1758;2244;3796;1835;2744;1758;2244;3796
Rpp25;893;1213;1563;1235;1470;893;1213;1563;1235;1470;893;1213;1563
Cox5a;4508;4646;6962;4862;5273;4508;4646;6962;4862;5273;4508;4646;6962
Gm26631;0;0;4;0;5;0;0;4;0;5;0;0;4
Fam219b;430;636;1171;667;988;430;636;1171;667;988;430;636;1171
Mpi;1312;1359;2550;1740;2358;1312;1359;2550;1740;2358;1312;1359;2550
Scamp2;984;963;1977;993;1207;984;963;1977;993;1207;984;963;1977
Ulk3;316;207;437;309;284;316;207;437;309;284;316;207;437
Cplx3;4;2;4;0;0;4;2;4;0;0;4;2;4
Lman1l;2;0;0;2;2;2;0;0;2;2;2;0;0
Csk;1062;1307;2062;859;1258;1062;1307;2062;859;1258;1062;1307;2062
Cyp1a2;2;1;2;0;0;2;1;2;0;0;2;1;2
Cyp1a1;3;17;33;7;3;3;17;33;7;3;3;17;33
Edc3;2233;2457;3781;2089;2673;2233;2457;3781;2089;2673;2233;2457;3781
Clk3;1565;1783;2766;1349;1700;1565;1783;2766;1349;1700;1565;1783;2766
Arid3b;1995;2766;4258;2565;3882;1995;2766;4258;2565;3882;1995;2766;4258
Ubl7;1122;1372;2153;1145;1741;1122;1372;2153;1145;1741;1122;1372;2153
Sema7a;283;147;232;301;237;283;147;232;301;237;283;147;232
Cyp11a1;152;170;100;237;214;152;170;100;237;214;152;170;100
Ccdc33;0;14;12;7;9;0;14;12;7;9;0;14;12
Stra6;12;17;35;10;3;12;17;35;10;3;12;17;35
Islr;4;11;13;4;7;4;11;13;4;7;4;11;13
AC160976.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Islr2;2;1;3;2;2;2;1;3;2;2;2;1;3
Pml;7582;11049;19010;8617;15195;7582;11049;19010;8617;15195;7582;11049;19010
Stoml1;1679;1984;3297;2063;2953;1679;1984;3297;2063;2953;1679;1984;3297
Loxl1;40;25;88;24;23;40;25;88;24;23;40;25;88
Tbc1d21;0;0;0;0;2;0;0;0;0;2;0;0;0
6030419C18Rik;40;17;27;90;96;40;17;27;90;96;40;17;27
Cd276;1789;1051;2213;1138;733;1789;1051;2213;1138;733;1789;1051;2213
Gm10657;0;0;0;0;0;0;0;0;0;0;0;0;0
Nptn;1949;1484;2657;2288;1696;1949;1484;2657;2288;1696;1949;1484;2657
Rec114;134;54;119;85;48;134;54;119;85;48;134;54;119
Hcn4;8;19;29;11;5;8;19;29;11;5;8;19;29
Neo1;1609;2832;3908;1956;3826;1609;2832;3908;1956;3826;1609;2832;3908
Adpgk;2759;2527;4391;2878;3558;2759;2527;4391;2878;3558;2759;2527;4391
Bbs4;589;830;1109;797;947;589;830;1109;797;947;589;830;1109
Arih1;4451;4403;7322;5249;4977;4451;4403;7322;5249;4977;4451;4403;7322
Tmem202;3;2;1;2;0;3;2;1;2;0;3;2;1
Hexa;944;1076;1593;1121;1519;944;1076;1593;1121;1519;944;1076;1593
Celf6;27;23;40;22;14;27;23;40;22;14;27;23;40
Parp6;616;512;910;571;575;616;512;910;571;575;616;512;910
Pkm;137743;170552;270470;99884;189932;137743;170552;270470;99884;189932;137743;170552;270470
AC160637.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Gramd2;252;214;518;260;303;252;214;518;260;303;252;214;518
Senp8;366;366;590;254;309;366;366;590;254;309;366;366;590
Myo9a;1391;1447;2384;1486;1657;1391;1447;2384;1486;1657;1391;1447;2384
Nr2e3;2;1;0;1;0;2;1;0;1;0;2;1;0
Thsd4;24;17;39;6;4;24;17;39;6;4;24;17;39
AC158238.1;0;0;0;0;0;0;0;0;0;0;0;0;0
Lrrc49;377;430;646;407;473;377;430;646;407;473;377;430;646
Larp6;1;2;2;4;4;1;2;2;4;4;1;2;2
Uaca;2189;2626;4468;2213;2768;2189;2626;4468;2213;2768;2189;2626;4468
